original_total_changes,original_num_types,original_num_params,original_num_generics,original_num_patterns,original_num_nested_patterns,reduced_total_changes,reduced_num_types,reduced_num_params,reduced_num_generics,reduced_num_patterns,reduced_num_nested_patterns,time
28,7,9,6,2,6,7,3,2,0,1,2,18
5,2,0,2,1,1,5,2,0,2,1,1,0
10,3,2,0,2,5,6,3,1,0,1,2,11
8,3,2,0,1,3,6,3,1,0,1,2,11
7,3,2,0,1,2,5,2,1,0,1,2,10
31,8,11,8,1,4,8,3,1,2,1,2,20
35,8,11,8,3,8,7,2,1,2,1,2,24
24,6,7,7,1,4,8,2,1,2,1,3,13
51,4,6,1,13,40,51,4,6,1,13,40,0
17,4,5,4,2,4,11,3,3,3,1,2,8
45,4,5,4,11,32,11,3,3,3,1,2,16
69,4,5,4,17,56,10,3,2,3,1,2,17
18,4,3,7,1,4,18,4,3,7,1,4,0
10,3,3,0,1,4,7,3,1,0,1,3,15
15,4,3,5,1,3,10,3,1,4,1,2,11
14,4,3,5,1,2,10,3,1,4,1,2,9
13,2,3,2,2,6,7,2,1,2,1,2,11
16,2,3,2,3,9,7,2,1,2,1,2,11
14,3,3,0,2,8,7,3,1,0,1,3,15
10,3,3,0,1,4,7,3,1,0,1,3,15
18,4,3,8,1,3,10,2,1,4,1,3,15
20,5,8,2,1,5,7,3,1,0,1,3,21
9,5,1,2,1,1,9,5,1,2,1,1,0
23,5,8,2,2,8,9,4,3,0,1,2,17
30,7,8,5,3,10,14,6,1,5,1,2,19
68,8,7,6,10,47,11,4,1,4,1,2,26
7,2,2,0,1,3,5,2,1,0,1,2,10
26,7,8,5,2,6,11,4,1,4,1,2,17
31,8,7,6,2,10,10,3,1,3,1,3,19
116,8,7,6,20,95,11,4,1,4,1,2,33
7,2,1,3,1,1,7,2,1,3,1,1,0
244,8,7,6,48,223,244,8,7,6,48,223,0
24,7,8,5,1,4,14,6,1,5,1,2,18
33,8,7,6,2,12,10,3,1,3,1,3,23
35,8,7,6,3,14,11,4,1,4,1,2,25
33,8,12,9,2,4,33,8,12,9,2,4,0
26,6,7,6,2,7,9,3,1,3,1,2,17
11,5,3,1,1,2,6,3,1,0,1,2,11
13,5,3,1,2,4,6,3,1,0,1,2,15
21,6,9,2,2,4,10,5,1,2,1,2,11
20,4,3,7,3,6,20,4,3,7,3,6,0
19,4,3,7,3,5,19,4,3,7,3,5,0
22,6,6,8,1,2,8,2,1,3,1,2,11
10,3,2,3,1,2,9,3,1,3,1,2,6
8,2,3,1,1,2,7,2,2,1,1,2,15
11,4,1,5,1,1,11,4,1,5,1,1,0
26,7,6,6,2,7,14,5,2,4,1,3,17
51,7,6,6,7,32,14,5,1,6,1,2,21
23,7,6,6,1,4,14,5,1,6,1,2,18
9,2,1,3,1,3,9,2,1,3,1,3,4
8,3,1,2,1,2,7,2,1,2,1,2,6
20,5,8,6,1,1,20,5,8,6,1,1,0
237,5,5,5,55,222,237,5,5,5,55,222,0
24,4,3,8,5,9,24,4,3,8,5,9,1
13,4,4,3,1,2,7,2,1,2,1,2,8
189,8,11,1,44,169,189,8,11,1,44,169,0
12,3,4,3,1,2,7,2,1,2,1,2,7
13,4,5,2,1,2,7,2,1,2,1,2,6
28,6,9,6,3,7,11,4,2,3,1,2,16
9,2,2,2,1,3,8,2,1,2,1,3,9
21,2,2,2,4,15,8,2,1,2,1,3,12
44,7,11,7,7,19,44,7,11,7,7,19,0
23,6,7,7,2,3,9,2,2,3,1,2,22
10,2,3,3,1,2,8,2,1,3,1,2,8
10,3,3,1,2,3,7,2,2,1,1,2,21
23,6,9,0,3,8,6,3,1,0,1,2,19
21,6,9,0,2,6,6,3,1,0,1,2,18
9,3,3,1,1,2,8,3,2,1,1,2,14
9,3,3,0,1,3,6,3,1,0,1,2,11
18,6,6,2,1,4,10,5,1,1,1,3,14
31,6,6,6,5,13,31,6,6,6,5,13,0
18,6,6,2,1,4,10,5,1,1,1,3,13
12,4,2,4,1,2,7,2,1,2,1,2,8
18,6,6,2,1,4,10,5,1,1,1,3,14
21,5,7,5,1,4,21,5,7,5,1,4,0
20,5,7,5,1,3,20,5,7,5,1,3,0
12,3,2,4,2,3,12,3,2,4,2,3,0
20,6,7,2,2,5,10,5,2,1,1,2,13
14,3,3,5,1,3,10,2,1,4,1,3,11
8,3,3,0,1,2,6,3,1,0,1,2,9
12,4,6,0,1,2,6,3,1,0,1,2,12
18,4,7,5,1,2,8,2,1,3,1,2,11
23,4,7,5,2,7,8,2,1,3,1,2,16
35,5,5,2,7,23,35,5,5,2,7,23,0
19,6,7,4,1,2,6,3,1,0,1,2,12
19,5,7,1,3,6,19,5,7,1,3,6,0
9,3,4,0,1,2,6,3,1,0,1,2,11
18,4,4,0,4,10,5,2,1,0,1,2,15
15,4,3,6,1,2,15,4,3,6,1,2,0
20,5,7,1,2,7,20,5,7,1,2,7,0
15,4,3,6,1,2,15,4,3,6,1,2,0
36,8,13,10,2,5,36,8,13,10,2,5,0
7,2,2,0,1,3,5,2,1,0,1,2,10
20,6,4,8,1,2,11,4,1,4,1,2,11
22,3,3,1,7,15,22,3,3,1,7,15,0
27,4,4,6,4,13,7,2,1,2,1,2,15
9,2,1,4,1,2,9,2,1,4,1,2,2
16,5,6,0,2,5,5,2,1,0,1,2,16
15,5,6,0,2,4,5,2,1,0,1,2,15
21,4,7,5,2,5,10,3,1,4,1,2,14
15,6,4,3,1,2,7,3,1,1,1,2,11
15,6,4,3,1,2,7,3,1,1,1,2,11
19,5,8,4,1,2,14,5,3,4,1,2,10
19,5,8,4,1,2,12,5,1,4,1,2,13
20,8,10,0,1,2,10,5,3,0,1,2,12
23,8,10,0,1,5,10,5,3,0,1,2,13
28,6,10,3,3,9,9,4,3,0,1,2,13
11,4,2,2,1,3,7,2,1,2,1,2,11
19,5,5,7,1,2,11,3,1,5,1,2,9
14,3,4,5,1,2,8,2,1,3,1,2,8
6,2,1,1,1,2,6,2,1,1,1,2,0
8,2,2,2,1,2,8,2,2,2,1,2,0
37,5,8,7,6,17,9,2,1,4,1,2,15
7,2,2,2,1,1,7,2,2,2,1,1,0
21,7,8,4,1,2,15,6,3,4,1,2,10
13,3,2,2,2,6,7,2,1,1,1,3,12
24,7,8,4,1,5,15,6,3,4,1,2,12
30,7,9,10,2,4,30,7,9,10,2,4,0
21,5,7,6,1,3,8,2,1,3,1,2,14
13,4,3,4,1,2,9,3,1,3,1,2,9
11,3,3,2,1,3,6,2,1,1,1,2,11
22,7,7,6,1,2,13,5,1,5,1,2,17
32,7,10,10,2,5,7,2,1,2,1,2,16
30,7,10,10,1,3,7,2,1,2,1,2,11
15,4,4,4,1,3,15,4,4,4,1,3,0
14,4,4,4,1,2,14,4,4,4,1,2,0
14,4,4,4,1,2,14,4,4,4,1,2,0
18,4,4,4,2,6,18,4,4,4,2,6,0
16,4,2,7,2,3,16,4,2,7,2,3,0
15,4,7,0,1,4,8,3,3,0,1,2,11
15,4,7,0,1,4,9,4,3,0,1,2,13
13,3,6,0,1,4,6,3,1,0,1,2,15
18,6,6,3,1,3,5,2,1,0,1,2,14
28,4,6,6,7,12,9,2,2,3,1,2,21
9,2,2,3,1,2,9,2,2,3,1,2,0
8,2,2,3,1,1,8,2,2,3,1,1,0
16,5,5,4,1,2,10,4,1,3,1,2,8
16,5,5,4,1,2,10,4,1,3,1,2,11
24,5,5,4,4,10,10,4,1,3,1,2,13
20,5,5,4,2,6,11,4,2,3,1,2,10
23,2,3,5,3,13,23,2,3,5,3,13,0
10,3,2,4,1,1,10,3,2,4,1,1,0
13,3,3,4,1,3,10,3,1,4,1,2,9
35,7,13,4,3,11,12,5,2,2,2,3,53
46,7,13,4,5,22,13,5,2,2,2,4,42
23,8,8,5,1,2,9,3,1,3,1,2,17
23,8,8,5,1,2,9,3,1,3,1,2,18
11,3,3,3,1,2,7,2,1,2,1,2,7
18,4,3,0,4,11,5,2,1,0,1,2,16
12,3,4,1,1,4,6,3,1,0,1,2,14
15,6,3,3,1,3,15,6,3,3,1,3,0
27,3,4,1,5,19,6,3,1,0,1,2,14
17,6,3,3,2,5,17,6,3,3,2,5,0
14,6,3,3,1,2,6,3,1,0,1,2,12
13,5,4,2,1,2,7,3,1,1,1,2,9
21,6,5,9,1,1,21,6,5,9,1,1,0
13,3,2,6,1,2,12,3,1,6,1,2,7
17,3,2,6,2,6,12,3,1,6,1,2,10
10,4,4,0,1,2,6,3,1,0,1,2,11
13,3,2,6,1,2,13,3,2,6,1,2,2
49,6,8,8,12,27,49,6,8,8,12,27,0
10,4,4,0,1,2,6,3,1,0,1,2,12
16,7,2,3,1,4,11,5,1,2,1,3,16
16,7,2,3,1,4,11,5,1,2,1,3,14
22,7,2,3,3,10,11,5,1,2,1,3,14
15,7,2,3,1,3,11,5,1,2,1,3,8
137,5,5,7,34,120,137,5,5,7,34,120,0
21,6,8,3,2,4,6,3,1,0,1,2,15
21,3,2,6,3,10,10,2,1,4,1,3,12
13,3,2,6,1,2,12,3,1,6,1,2,7
15,3,2,6,1,4,10,2,1,4,1,3,12
25,6,7,10,1,2,25,6,7,10,1,2,0
25,6,7,10,1,2,25,6,7,10,1,2,0
116,3,3,1,23,109,116,3,3,1,23,109,0
7,3,2,0,1,2,5,2,1,0,1,2,10
24,7,9,2,4,6,24,7,9,2,4,6,0
35,4,7,0,8,24,7,3,2,0,1,2,14
14,3,3,4,1,4,8,2,1,2,1,3,15
11,5,3,1,1,2,7,3,1,1,1,2,9
12,3,3,4,1,2,8,2,1,3,1,2,9
27,6,4,12,2,5,18,5,1,10,1,2,11
70,7,11,9,16,43,70,7,11,9,16,43,0
64,7,11,9,13,37,64,7,11,9,13,37,0
21,4,6,8,1,3,9,2,1,4,1,2,12
23,4,6,8,1,5,9,2,1,4,1,2,12
20,4,6,8,1,2,9,2,1,4,1,2,8
116,4,6,1,26,105,116,4,6,1,26,105,0
159,3,5,1,33,150,159,3,5,1,33,150,0
21,4,6,1,3,10,6,3,1,0,1,2,21
23,4,6,1,3,12,8,3,2,0,1,3,16
22,4,6,1,3,11,6,3,1,0,1,2,18
34,6,7,9,4,12,9,2,1,4,1,2,16
15,4,6,1,1,4,6,3,1,0,1,2,14
27,7,12,3,2,5,6,3,1,0,1,2,21
19,5,3,9,1,2,12,3,1,6,1,2,10
25,5,3,9,3,8,12,3,1,6,1,2,15
24,5,3,9,3,7,9,2,1,4,1,2,11
23,6,8,7,1,2,14,5,1,6,1,2,13
17,4,3,6,1,4,9,2,1,4,1,2,14
16,7,5,0,2,4,8,5,1,0,1,2,17
26,8,9,8,1,1,26,8,9,8,1,1,0
12,4,3,1,2,4,6,3,1,0,1,2,15
10,4,3,1,1,2,6,3,1,0,1,2,8
7,3,1,1,2,2,7,3,1,1,2,2,0
14,5,4,2,1,3,7,2,1,2,1,2,14
14,5,4,2,1,3,7,2,1,2,1,2,14
16,4,4,3,3,5,16,4,4,3,3,5,0
19,5,4,8,1,2,12,3,1,6,1,2,8
10,3,3,2,1,2,7,2,1,2,1,2,9
11,2,2,4,1,3,9,2,1,4,1,2,8
20,6,8,4,1,2,5,2,1,0,1,2,15
10,2,2,4,1,2,9,2,1,4,1,2,6
17,3,4,5,3,5,17,3,4,5,3,5,0
20,5,5,8,1,2,8,2,1,3,1,2,7
23,5,8,6,1,4,11,3,1,4,1,3,15
23,5,8,6,1,4,10,3,1,4,1,2,12
40,8,12,10,4,10,7,2,1,2,1,2,23
28,6,5,8,3,9,7,2,1,2,1,2,17
11,3,2,3,1,3,10,3,2,3,1,2,7
21,6,5,8,1,2,7,2,1,2,1,2,12
26,6,5,8,2,7,7,2,1,2,1,2,17
14,2,3,2,2,7,8,2,1,2,1,3,12
10,2,3,2,1,3,8,2,1,2,1,3,9
11,3,2,4,1,2,8,2,1,3,1,2,6
22,6,9,4,1,3,8,3,1,2,1,2,14
26,4,4,8,4,10,13,3,2,6,1,2,15
20,4,7,4,1,5,8,2,1,2,1,3,15
20,4,7,4,1,5,10,3,2,3,1,2,16
30,4,7,4,4,15,10,3,2,3,1,2,16
19,4,7,4,2,4,10,3,2,3,1,2,13
20,6,8,1,2,5,20,6,8,1,2,5,0
27,4,5,1,3,17,7,3,1,0,1,3,19
64,4,5,1,12,54,8,4,1,0,1,3,23
41,7,6,8,8,20,41,7,6,8,8,20,0
105,4,5,1,21,95,7,3,2,0,1,2,21
32,4,6,2,7,20,32,4,6,2,7,20,0
17,6,6,3,1,2,10,4,1,3,1,2,19
10,3,2,3,1,2,8,2,1,3,1,2,6
8,2,3,0,1,3,5,2,1,0,1,2,12
30,8,13,7,1,2,14,4,1,7,1,2,22
6,2,2,1,1,1,6,2,2,1,1,1,0
16,5,3,3,4,5,16,5,3,3,4,5,0
11,3,3,3,1,2,7,2,1,2,1,2,8
12,3,3,3,1,3,7,2,1,2,1,2,10
7,2,2,1,1,2,7,2,2,1,1,2,0
23,5,8,8,1,2,12,3,1,6,1,2,14
23,5,8,8,1,2,12,3,1,6,1,2,14
16,5,5,3,1,3,9,4,1,2,1,2,11
23,7,10,4,1,2,8,4,1,1,1,2,11
15,5,5,3,1,2,9,4,1,2,1,2,10
18,4,6,1,3,7,8,2,2,1,1,3,45
28,7,10,4,3,7,28,7,10,4,3,7,0
12,5,2,0,2,5,8,5,1,0,1,2,12
13,4,1,0,2,8,7,3,1,0,1,3,15
12,5,2,0,2,5,8,5,1,0,1,2,12
9,4,1,0,1,4,7,3,1,0,1,3,14
13,4,1,0,2,8,7,3,1,0,1,3,15
22,7,9,4,1,2,9,4,1,2,1,2,17
9,3,4,0,1,2,5,2,1,0,1,2,10
10,3,4,0,1,3,5,2,1,0,1,2,12
9,3,4,0,1,2,5,2,1,0,1,2,10
9,2,3,2,1,2,7,2,1,2,1,2,8
11,2,3,2,1,4,7,2,1,2,1,2,9
12,4,6,0,1,2,8,4,2,0,1,2,8
12,2,2,1,2,7,12,2,2,1,2,7,0
21,5,5,8,1,3,8,2,1,3,1,2,14
36,3,6,1,9,26,36,3,6,1,9,26,0
17,6,4,4,1,3,10,4,1,3,1,2,12
27,6,10,9,1,2,7,2,1,2,1,2,9
17,6,4,4,1,3,10,4,1,3,1,2,12
10,3,3,2,1,2,7,2,1,2,1,2,9
10,3,3,2,1,2,7,2,1,2,1,2,9
15,3,3,6,2,3,15,3,3,6,2,3,0
10,2,3,2,1,3,7,2,1,2,1,2,9
9,2,3,2,1,2,7,2,1,2,1,2,8
24,7,6,7,1,4,13,5,1,5,1,2,18
25,7,9,7,1,2,7,2,1,2,1,2,11
18,6,6,3,1,3,11,5,1,2,1,3,14
18,6,6,3,1,3,11,5,1,2,1,3,14
12,3,3,0,2,6,6,3,1,0,1,2,12
23,3,3,0,5,17,7,3,2,0,1,2,11
12,3,3,0,2,6,6,3,1,0,1,2,14
25,6,5,4,6,10,25,6,5,4,6,10,0
21,8,6,5,1,2,11,5,1,3,1,2,13
13,3,3,4,1,3,9,2,1,4,1,2,9
24,4,5,3,6,12,24,4,5,3,6,12,0
14,3,4,5,1,2,8,2,1,3,1,2,10
24,5,9,2,3,8,8,4,2,0,1,2,13
7,2,1,2,1,2,7,2,1,2,1,2,2
25,7,4,6,3,8,25,7,4,6,3,8,0
21,7,4,6,2,4,8,4,2,0,1,2,15
22,6,6,7,1,3,8,2,1,3,1,2,17
12,4,4,0,2,4,6,3,1,0,1,2,11
10,4,4,0,1,2,6,3,1,0,1,2,12
11,6,3,0,1,2,7,3,2,0,1,2,10
19,6,6,4,1,3,12,4,2,4,1,2,22
12,6,3,0,1,3,8,4,2,0,1,2,10
11,6,3,0,1,2,7,3,2,0,1,2,9
14,3,3,4,1,4,9,2,1,3,1,3,15
15,3,4,4,1,4,8,2,1,3,1,2,12
21,3,4,4,4,10,8,2,1,3,1,2,15
13,3,2,6,1,2,13,3,2,6,1,2,2
13,3,2,6,1,2,13,3,2,6,1,2,3
5,2,1,1,1,1,5,2,1,1,1,1,0
21,5,6,6,1,4,7,2,1,2,1,2,15
16,3,3,5,1,5,11,3,1,5,1,2,10
9,4,3,0,1,2,5,2,1,0,1,2,13
24,3,3,5,5,13,12,3,1,5,1,3,14
28,3,3,5,4,17,12,3,1,5,1,3,17
19,3,3,5,2,8,12,3,1,5,1,3,14
19,5,6,6,1,2,13,4,1,6,1,2,14
18,4,5,4,2,5,10,3,1,4,1,2,14
10,2,3,1,1,4,7,2,1,1,1,3,12
18,4,5,7,1,2,11,3,1,5,1,2,9
22,4,5,7,2,6,11,3,1,5,1,2,12
20,4,5,7,1,4,11,3,1,5,1,2,11
52,6,9,1,10,36,14,6,2,1,3,5,84
14,5,5,1,1,3,8,4,2,0,1,2,11
25,7,5,11,1,2,14,4,1,7,1,2,16
13,5,5,1,1,2,7,3,2,0,1,2,11
13,4,4,1,2,4,6,3,1,0,1,2,15
12,4,4,1,1,3,5,2,1,0,1,2,14
17,5,4,6,1,2,10,3,2,3,1,2,8
17,5,4,6,1,2,10,3,2,3,1,2,11
23,5,6,11,1,1,23,5,6,11,1,1,0
18,5,3,8,2,2,18,5,3,8,2,2,0
10,3,3,1,2,3,10,3,3,1,2,3,0
6,2,0,3,1,1,6,2,0,3,1,1,0
11,4,4,1,1,2,9,4,2,1,1,2,17
18,5,8,3,1,2,7,2,1,2,1,2,11
21,5,8,3,1,5,7,2,1,2,1,2,12
7,4,1,0,1,2,6,3,1,0,1,2,9
22,7,5,6,3,4,22,7,5,6,3,4,0
11,2,3,3,1,3,8,2,1,3,1,2,9
6,2,1,1,1,2,6,2,1,1,1,2,0
17,4,4,7,1,2,8,2,1,3,1,2,9
26,5,7,8,2,6,13,4,1,6,1,2,18
19,3,3,3,2,10,8,2,1,2,1,3,15
5,2,1,1,1,1,5,2,1,1,1,1,0
10,2,3,2,2,3,10,2,3,2,2,3,0
10,3,3,2,1,2,10,3,3,2,1,2,0
12,2,3,2,2,5,12,2,3,2,2,5,0
22,6,11,0,2,5,10,5,3,0,1,2,14
14,6,3,3,1,2,7,3,2,0,1,2,10
14,3,3,2,3,6,14,3,3,2,3,6,0
31,8,8,10,1,5,15,5,1,7,1,2,16
10,4,3,0,1,3,5,2,1,0,1,2,13
10,3,2,4,1,1,10,3,2,4,1,1,0
41,4,9,2,8,26,8,2,2,2,1,2,65
27,6,5,4,6,12,27,6,5,4,6,12,0
31,8,6,0,6,17,9,5,2,0,1,2,16
19,8,6,0,2,5,8,5,1,0,1,2,17
12,4,4,0,2,4,6,3,1,0,1,2,14
15,7,5,1,1,2,10,6,1,1,1,2,10
15,7,5,1,1,2,10,6,1,1,1,2,10
14,3,4,3,2,4,14,3,4,3,2,4,0
27,6,6,3,5,12,13,5,2,3,2,3,75
23,5,5,6,2,7,5,2,1,0,1,2,19
14,2,2,5,2,5,14,2,2,5,2,5,0
22,5,5,6,2,6,16,5,3,6,1,2,10
20,4,7,6,1,3,9,2,1,3,1,3,11
10,2,2,5,1,1,10,2,2,5,1,1,0
11,2,2,5,1,2,11,2,2,5,1,2,0
16,5,6,3,1,2,12,5,2,3,1,2,10
16,5,6,3,1,2,12,5,2,3,1,2,10
6,2,2,1,1,1,6,2,2,1,1,1,0
7,2,2,1,1,2,7,2,2,1,1,2,0
34,6,5,11,5,12,34,6,5,11,5,12,0
16,4,6,3,1,3,16,4,6,3,1,3,0
22,5,4,5,4,8,22,5,4,5,4,8,0
18,4,6,3,2,5,18,4,6,3,2,5,0
71,3,4,1,22,63,71,3,4,1,22,63,0
15,4,6,3,1,2,15,4,6,3,1,2,0
18,4,4,8,1,2,12,3,1,6,1,2,11
13,4,2,5,1,2,7,2,2,1,1,2,12
22,6,10,4,1,2,12,5,1,4,1,2,16
13,3,2,3,1,5,8,2,1,2,1,3,12
38,7,11,7,6,13,38,7,11,7,6,13,1
12,3,1,6,1,2,12,3,1,6,1,2,2
33,8,10,13,1,2,33,8,10,13,1,2,0
17,4,5,5,1,3,9,2,1,3,1,3,14
13,3,3,0,1,7,8,3,2,0,1,3,12
21,3,3,0,3,15,8,3,2,0,1,3,14
28,3,3,0,4,22,8,3,2,0,1,3,14
16,4,5,5,1,2,8,2,1,3,1,2,11
21,5,6,6,2,4,21,5,6,6,2,4,0
11,2,2,5,1,2,11,2,2,5,1,2,0
10,2,2,5,1,1,10,2,2,5,1,1,0
11,4,5,0,1,2,6,3,1,0,1,2,12
12,4,5,0,1,3,5,2,1,0,1,2,13
21,4,5,0,5,12,6,3,1,0,1,2,15
8,2,2,2,1,2,7,2,1,2,1,2,6
18,5,4,5,1,4,11,3,1,4,1,3,14
24,8,9,5,1,2,24,8,9,5,1,2,0
17,4,5,4,3,4,17,4,5,4,3,4,0
23,6,8,5,1,4,13,5,2,4,1,2,14
34,6,8,5,5,15,34,6,8,5,5,15,0
32,6,8,5,5,13,12,5,1,4,1,2,20
22,6,8,5,1,3,12,5,1,4,1,2,16
38,3,5,1,11,29,38,3,5,1,11,29,0
14,5,6,1,1,2,8,4,2,0,1,2,10
12,3,4,3,1,2,9,3,1,3,1,2,10
19,5,6,1,3,7,8,4,2,0,1,2,11
19,6,5,6,1,2,11,3,1,5,1,2,13
21,7,11,0,1,3,9,5,2,0,1,2,13
11,3,3,1,1,4,5,2,1,0,1,2,12
17,3,3,1,4,10,5,2,1,0,1,2,13
20,7,11,0,1,2,9,5,2,0,1,2,15
8,2,1,3,1,2,8,2,1,3,1,2,2
21,6,8,3,2,4,21,6,8,3,2,4,0
20,6,8,3,1,3,20,6,8,3,1,3,0
16,6,4,4,1,2,8,2,1,3,1,2,12
45,7,9,1,12,28,45,7,9,1,12,28,0
48,8,14,14,4,12,11,3,1,5,1,2,34
19,4,7,3,2,5,10,2,2,3,1,3,30
7,2,3,0,1,2,5,2,1,0,1,2,10
10,2,3,3,1,2,8,2,1,3,1,2,8
17,4,5,6,1,2,8,2,1,3,1,2,12
35,7,7,12,2,9,9,2,1,4,1,2,17
26,8,11,5,1,2,11,5,1,3,1,2,20
27,8,11,5,1,3,8,2,1,3,1,2,17
17,4,6,1,4,6,17,4,6,1,4,6,0
17,4,4,6,2,3,12,3,2,4,2,3,14
42,7,9,13,4,13,9,2,1,4,1,2,21
34,7,9,13,2,5,12,3,1,6,1,2,17
31,7,9,13,1,2,12,3,1,6,1,2,16
33,6,10,3,6,14,33,6,10,3,6,14,0
10,4,4,0,1,2,6,3,1,0,1,2,11
10,4,4,0,1,2,6,3,1,0,1,2,11
10,4,4,0,1,2,6,3,1,0,1,2,12
19,6,6,3,2,4,7,2,1,2,1,2,15
15,3,4,5,1,3,9,2,1,4,1,2,9
13,4,6,0,1,3,7,3,2,0,1,2,9
14,4,6,0,2,4,8,4,2,0,1,2,10
16,4,7,0,2,5,7,3,2,0,1,2,13
23,7,5,6,1,5,8,2,1,2,1,3,20
22,7,5,6,1,4,10,3,2,3,1,2,11
21,7,5,6,1,3,10,3,2,3,1,2,17
22,7,5,6,1,4,8,2,1,2,1,3,18
7,3,2,0,1,2,6,3,1,0,1,2,9
20,5,4,9,1,2,13,3,2,6,1,2,8
19,3,5,3,3,8,11,3,3,3,1,2,11
10,2,3,0,1,5,5,2,1,0,1,2,12
22,8,9,1,2,4,9,5,2,0,1,2,14
20,6,7,0,3,7,6,3,1,0,1,2,18
13,5,5,0,1,3,6,3,1,0,1,2,15
17,5,5,5,1,2,10,3,2,3,1,2,12
19,4,6,7,1,2,12,3,1,6,1,2,11
15,6,7,0,1,2,7,3,2,0,1,2,10
24,8,10,2,1,4,5,2,1,0,1,2,18
16,5,6,1,2,4,6,3,1,0,1,2,16
24,8,10,2,1,4,6,3,1,0,1,2,20
23,8,10,2,1,3,6,3,1,0,1,2,19
16,5,4,5,1,2,11,4,2,3,1,2,11
17,5,4,5,1,3,11,4,2,3,1,2,13
30,6,8,6,4,10,30,6,8,6,4,10,0
25,4,7,6,3,8,13,4,1,6,1,2,16
20,4,7,6,1,3,15,4,3,6,1,2,13
15,6,2,5,1,2,13,5,1,5,1,2,8
20,4,7,6,1,3,15,4,3,6,1,2,13
11,5,4,0,1,2,5,2,1,0,1,2,13
14,3,4,1,3,6,8,2,2,1,1,3,34
15,4,4,3,1,4,9,3,1,2,1,3,12
10,3,2,3,1,2,10,3,2,3,1,2,0
9,3,2,3,1,1,9,3,2,3,1,1,0
22,4,5,6,4,7,22,4,5,6,4,7,0
29,8,8,10,1,3,14,5,1,6,1,2,21
30,8,8,10,2,4,14,5,1,6,1,2,19
17,3,3,3,2,8,9,3,1,3,1,2,11
12,4,6,0,1,2,7,3,2,0,1,2,8
32,4,6,7,6,15,32,4,6,7,6,15,0
13,4,6,1,1,2,6,2,1,1,1,2,9
20,4,6,7,1,3,14,4,2,6,1,2,15
67,6,11,10,15,40,67,6,11,10,15,40,0
18,3,5,5,2,5,8,2,1,3,1,2,16
18,6,8,2,1,2,9,4,2,1,1,2,18
14,4,6,0,1,4,7,3,2,0,1,2,12
22,5,5,9,2,3,22,5,5,9,2,3,0
40,4,6,0,9,30,8,4,2,0,1,2,15
10,4,2,2,1,2,6,3,1,0,1,2,12
26,7,12,5,1,2,8,2,1,3,1,2,15
32,8,11,11,1,2,17,5,1,9,1,2,16
